Frequency (Hz)	|	Gain (dB)
992.000000	|	-32.659341
993.000000	|	-32.735262
994.000000	|	-32.744322
995.000000	|	-32.762442
996.000000	|	-32.763506
997.000000	|	-32.763756
998.000000	|	-32.763768
999.000000	|	-32.763790
1000.000000	|	-32.763791
1001.000000	|	-32.763792
1002.000000	|	-32.763905
1003.000000	|	-32.764018
1004.000000	|	-32.764136
1005.000000	|	-32.765385
1006.000000	|	-32.766764
1007.000000	|	-32.772462
1008.000000	|	-32.803351
1009.000000	|	-32.834240
1010.000000	|	-32.844893
1011.000000	|	-32.848996
1012.000000	|	-32.853098
1013.000000	|	-32.909648
1014.000000	|	-32.933468
1015.000000	|	-32.936469
1016.000000	|	-32.939471
1017.000000	|	-32.945551
1018.000000	|	-32.948082
1019.000000	|	-32.953145
1020.000000	|	-32.955676
1021.000000	|	-32.957464
1022.000000	|	-32.959252
1023.000000	|	-32.965959
1024.000000	|	-32.969195
1025.000000	|	-32.970753
1026.000000	|	-32.972312
1027.000000	|	-33.026613
1028.000000	|	-33.047422
1029.000000	|	-33.054655
1030.000000	|	-33.054715
1031.000000	|	-33.054835
1032.000000	|	-33.054895
1033.000000	|	-33.055632
1034.000000	|	-33.057106
1035.000000	|	-33.057843
1036.000000	|	-33.107502
1037.000000	|	-33.119724
1038.000000	|	-33.121108
1039.000000	|	-33.123878
1040.000000	|	-33.124444
1041.000000	|	-33.125011
1042.000000	|	-33.131296
1043.000000	|	-33.137581
1044.000000	|	-33.150437
1045.000000	|	-33.177337
1046.000000	|	-33.197537
1047.000000	|	-33.200621
1048.000000	|	-33.201248
1049.000000	|	-33.201555
1050.000000	|	-33.201590
1051.000000	|	-33.201593
1052.000000	|	-33.201599
1053.000000	|	-33.201602
1054.000000	|	-33.201670
1055.000000	|	-33.201738
1056.000000	|	-33.201908
1057.000000	|	-33.202372
1058.000000	|	-33.204530
1059.000000	|	-33.214528
1060.000000	|	-33.269511
1061.000000	|	-33.293715
1062.000000	|	-33.296217
