Frequency (Hz)	|	Gain (dB)
600.000000	|	-4.680852
601.000000	|	-4.671009
602.000000	|	-4.661165
603.000000	|	-4.585475
604.000000	|	-4.566553
605.000000	|	-4.561822
606.000000	|	-4.561527
607.000000	|	-4.561508
608.000000	|	-4.561508
609.000000	|	-4.561508
610.000000	|	-4.561508
611.000000	|	-4.561508
612.000000	|	-4.561508
613.000000	|	-4.561508
614.000000	|	-4.561508
615.000000	|	-4.561508
616.000000	|	-4.561508
617.000000	|	-4.561508
618.000000	|	-4.561518
619.000000	|	-4.561667
620.000000	|	-4.564050
621.000000	|	-4.659855
622.000000	|	-4.755660
623.000000	|	-4.951749
624.000000	|	-5.154630
625.000000	|	-7.537817
626.000000	|	-7.546663
627.000000	|	-7.551085
628.000000	|	-7.552190
629.000000	|	-7.552743
630.000000	|	-7.553019
631.000000	|	-7.553157
632.000000	|	-7.553222
633.000000	|	-7.553240
634.000000	|	-7.553259
635.000000	|	-7.553260
636.000000	|	-7.553261
637.000000	|	-7.553262
638.000000	|	-7.553268
639.000000	|	-7.553296
640.000000	|	-7.553361
641.000000	|	-7.553646
642.000000	|	-7.554784
643.000000	|	-7.555353
644.000000	|	-7.557631
645.000000	|	-7.631159
646.000000	|	-7.780817
647.000000	|	-8.080133
648.000000	|	-8.117547
649.000000	|	-8.136254
650.000000	|	-8.173668
651.000000	|	-8.178345
652.000000	|	-8.183022
653.000000	|	-8.183314
654.000000	|	-8.183460
655.000000	|	-8.183465
656.000000	|	-8.183467
657.000000	|	-8.183467
658.000000	|	-8.183467
659.000000	|	-8.183467
660.000000	|	-8.183467
661.000000	|	-8.183467
662.000000	|	-8.183467
663.000000	|	-8.183467
664.000000	|	-8.183467
665.000000	|	-8.183467
666.000000	|	-8.183467
667.000000	|	-8.183466
668.000000	|	-8.183466
669.000000	|	-8.183465
670.000000	|	-8.183461
671.000000	|	-8.183456
672.000000	|	-8.183444
673.000000	|	-8.183057
674.000000	|	-8.182624
675.000000	|	-8.180794
676.000000	|	-8.178948
677.000000	|	-8.171556
678.000000	|	-8.112218
679.000000	|	-7.874582
