Frequency (Hz)	|	Gain (dB)
1036.000000	|	-23.039563
1037.000000	|	-23.054098
1038.000000	|	-23.054635
1039.000000	|	-23.054904
1040.000000	|	-23.055171
1041.000000	|	-23.055204
1042.000000	|	-23.055270
1043.000000	|	-23.055274
1044.000000	|	-23.055275
1045.000000	|	-23.055275
1046.000000	|	-23.055275
1047.000000	|	-23.055275
1048.000000	|	-23.055275
1049.000000	|	-23.055275
1050.000000	|	-23.055276
1051.000000	|	-23.055277
1052.000000	|	-23.055293
1053.000000	|	-23.055355
1054.000000	|	-23.055878
1055.000000	|	-23.060088
1056.000000	|	-23.175499
1057.000000	|	-23.177413
1058.000000	|	-23.177727
1059.000000	|	-23.178041
