Frequency (Hz)	|	Gain (dB)
528.000000	|	-18.745897
529.000000	|	-17.955111
530.000000	|	-17.781017
531.000000	|	-17.389655
532.000000	|	-16.703307
533.000000	|	-15.840416
534.000000	|	-14.699233
535.000000	|	-13.707681
536.000000	|	-12.839812
537.000000	|	-11.818378
538.000000	|	-10.270356
539.000000	|	-9.064348
540.000000	|	-9.020418
541.000000	|	-9.750122
542.000000	|	-10.726743
543.000000	|	-11.630481
544.000000	|	-12.438194
545.000000	|	-13.353137
546.000000	|	-14.512237
547.000000	|	-15.475874
548.000000	|	-16.326538
549.000000	|	-16.903689
550.000000	|	-17.575561
551.000000	|	-18.032733
552.000000	|	-18.611935
553.000000	|	-18.944513
554.000000	|	-18.943655
555.000000	|	-19.445670
556.000000	|	-19.429653
557.000000	|	-19.428910
558.000000	|	-19.043433
559.000000	|	-19.061522
560.000000	|	-18.878501
561.000000	|	-18.398744
562.000000	|	-18.089747
563.000000	|	-18.186967
564.000000	|	-17.619536
565.000000	|	-17.134506
566.000000	|	-16.674986
567.000000	|	-16.683690
568.000000	|	-15.826828
569.000000	|	-15.236267
570.000000	|	-13.949643
571.000000	|	-13.360202
572.000000	|	-12.755771
573.000000	|	-13.255171
574.000000	|	-13.807005
575.000000	|	-14.554148
576.000000	|	-15.215711
577.000000	|	-16.141251
578.000000	|	-17.084035
579.000000	|	-17.721828
580.000000	|	-18.414106
581.000000	|	-19.015391
582.000000	|	-19.063639
583.000000	|	-19.163719
584.000000	|	-19.516223
585.000000	|	-20.021096
586.000000	|	-19.759749
587.000000	|	-19.547198
588.000000	|	-19.384065
589.000000	|	-19.752098
590.000000	|	-19.775923
591.000000	|	-19.516763
592.000000	|	-19.026875
593.000000	|	-19.029073
594.000000	|	-18.983825
595.000000	|	-18.327382
596.000000	|	-17.935367
597.000000	|	-17.519125
598.000000	|	-17.242951
599.000000	|	-16.187343
600.000000	|	-15.343363
601.000000	|	-14.560783
602.000000	|	-13.480169
603.000000	|	-12.807629
604.000000	|	-11.986290
605.000000	|	-10.920477
606.000000	|	-10.526223
607.000000	|	-11.765993
608.000000	|	-12.719257
609.000000	|	-12.994626
610.000000	|	-13.966039
611.000000	|	-14.764520
612.000000	|	-15.621644
613.000000	|	-16.670966
614.000000	|	-17.423157
615.000000	|	-17.758916
616.000000	|	-18.131864
617.000000	|	-18.164568
618.000000	|	-19.002969
619.000000	|	-19.148441
620.000000	|	-19.400411
621.000000	|	-19.464980
622.000000	|	-19.624985
623.000000	|	-19.854453
624.000000	|	-19.741950
625.000000	|	-19.512834
626.000000	|	-19.470316
627.000000	|	-19.215603
628.000000	|	-18.935395
629.000000	|	-18.766117
630.000000	|	-18.568829
631.000000	|	-18.201952
632.000000	|	-18.098382
633.000000	|	-17.691898
634.000000	|	-16.792637
635.000000	|	-16.302400
636.000000	|	-15.513267
637.000000	|	-15.214727
638.000000	|	-14.683351
639.000000	|	-13.377808
640.000000	|	-12.570370
641.000000	|	-11.627439
642.000000	|	-10.853087
643.000000	|	-11.169861
644.000000	|	-11.869631
645.000000	|	-12.873321
646.000000	|	-13.757746
647.000000	|	-14.465401
648.000000	|	-15.058311
649.000000	|	-15.911436
650.000000	|	-16.644665
651.000000	|	-17.525112
652.000000	|	-17.904347
653.000000	|	-18.394698
654.000000	|	-19.163932
655.000000	|	-19.321482
656.000000	|	-19.650238
657.000000	|	-19.835694
658.000000	|	-20.040356
659.000000	|	-20.032165
660.000000	|	-20.252669
661.000000	|	-19.902112
662.000000	|	-20.049946
663.000000	|	-20.417275
664.000000	|	-20.229857
665.000000	|	-20.417199
666.000000	|	-20.354228
667.000000	|	-20.125333
668.000000	|	-19.956922
669.000000	|	-19.705060
670.000000	|	-19.600307
671.000000	|	-19.266838
672.000000	|	-18.688958
673.000000	|	-18.337075
674.000000	|	-17.495466
675.000000	|	-17.691121
676.000000	|	-17.603758
677.000000	|	-17.148551
678.000000	|	-16.711756
679.000000	|	-16.696547
680.000000	|	-16.017215
681.000000	|	-16.472425
682.000000	|	-17.064076
683.000000	|	-17.456378
684.000000	|	-18.203516
685.000000	|	-18.338823
686.000000	|	-18.914116
687.000000	|	-19.119380
688.000000	|	-19.596745
689.000000	|	-20.055922
690.000000	|	-20.421932
691.000000	|	-20.844778
692.000000	|	-20.694905
693.000000	|	-20.959164
694.000000	|	-20.813793
695.000000	|	-21.112594
696.000000	|	-21.343425
697.000000	|	-21.142490
698.000000	|	-21.069451
699.000000	|	-20.729529
700.000000	|	-20.787263
701.000000	|	-20.547198
702.000000	|	-20.355132
703.000000	|	-20.277023
704.000000	|	-20.009529
705.000000	|	-19.293730
706.000000	|	-18.768898
707.000000	|	-18.708748
708.000000	|	-18.821984
709.000000	|	-18.007433
710.000000	|	-17.363881
711.000000	|	-16.766726
712.000000	|	-16.505262
713.000000	|	-15.707590
714.000000	|	-15.279243
715.000000	|	-14.527389
716.000000	|	-14.253339
717.000000	|	-13.290681
718.000000	|	-12.710243
719.000000	|	-11.470703
720.000000	|	-10.644458
721.000000	|	-10.986801
722.000000	|	-11.450427
723.000000	|	-12.344726
724.000000	|	-12.459453
725.000000	|	-13.106425
726.000000	|	-13.808863
727.000000	|	-14.301750
728.000000	|	-15.125356
729.000000	|	-15.979643
730.000000	|	-16.749242
731.000000	|	-17.497038
732.000000	|	-17.990558
733.000000	|	-18.437742
734.000000	|	-19.090077
735.000000	|	-19.421434
736.000000	|	-20.050998
737.000000	|	-20.249917
738.000000	|	-20.356347
739.000000	|	-20.493340
740.000000	|	-20.465232
741.000000	|	-20.620293
742.000000	|	-20.636492
743.000000	|	-20.691598
744.000000	|	-20.500221
745.000000	|	-20.858425
746.000000	|	-21.325191
747.000000	|	-20.949090
748.000000	|	-20.522335
749.000000	|	-20.559590
750.000000	|	-20.616131
751.000000	|	-20.554237
752.000000	|	-20.172644
753.000000	|	-19.745520
754.000000	|	-19.681407
755.000000	|	-19.466879
756.000000	|	-19.281677
757.000000	|	-18.822492
758.000000	|	-18.331732
759.000000	|	-18.101119
760.000000	|	-17.951321
761.000000	|	-17.501382
762.000000	|	-16.383501
763.000000	|	-15.622406
764.000000	|	-16.271624
765.000000	|	-17.211380
766.000000	|	-17.630721
767.000000	|	-17.902416
768.000000	|	-18.590727
769.000000	|	-19.064508
770.000000	|	-19.610952
771.000000	|	-19.841873
772.000000	|	-20.428919
773.000000	|	-20.405021
774.000000	|	-20.621629
775.000000	|	-20.490921
776.000000	|	-20.879236
777.000000	|	-21.294711
778.000000	|	-21.501096
779.000000	|	-21.408625
780.000000	|	-21.457756
781.000000	|	-21.905260
782.000000	|	-21.424982
783.000000	|	-21.180552
784.000000	|	-21.396344
785.000000	|	-21.455202
786.000000	|	-20.805050
787.000000	|	-20.802902
788.000000	|	-20.960522
789.000000	|	-21.187437
790.000000	|	-20.839328
791.000000	|	-20.921568
792.000000	|	-20.496867
793.000000	|	-20.116236
794.000000	|	-19.853318
795.000000	|	-19.735080
796.000000	|	-19.670191
797.000000	|	-19.106599
798.000000	|	-18.479656
799.000000	|	-17.932306
800.000000	|	-17.441290
801.000000	|	-17.061072
802.000000	|	-16.368355
803.000000	|	-15.844688
804.000000	|	-14.738040
805.000000	|	-14.264201
806.000000	|	-13.526653
807.000000	|	-13.555582
808.000000	|	-12.738634
809.000000	|	-12.175095
810.000000	|	-13.058337
811.000000	|	-13.424286
812.000000	|	-13.710631
813.000000	|	-14.137667
814.000000	|	-14.616072
815.000000	|	-15.024676
816.000000	|	-16.168509
817.000000	|	-17.067964
818.000000	|	-17.351858
819.000000	|	-17.477174
820.000000	|	-18.252449
821.000000	|	-18.878676
822.000000	|	-19.132282
823.000000	|	-19.656283
824.000000	|	-20.270970
825.000000	|	-20.975658
826.000000	|	-21.005866
827.000000	|	-20.972747
828.000000	|	-21.113128
829.000000	|	-21.072225
830.000000	|	-21.315830
831.000000	|	-21.320690
832.000000	|	-21.843984
833.000000	|	-21.728330
834.000000	|	-21.596763
835.000000	|	-21.756812
836.000000	|	-21.745501
837.000000	|	-21.414046
838.000000	|	-21.348299
839.000000	|	-21.346020
840.000000	|	-21.059413
841.000000	|	-20.624552
842.000000	|	-20.325187
843.000000	|	-19.853934
844.000000	|	-19.840019
845.000000	|	-19.598058
846.000000	|	-19.522669
847.000000	|	-19.024341
848.000000	|	-19.092829
849.000000	|	-19.159397
850.000000	|	-19.002701
851.000000	|	-18.118755
852.000000	|	-17.619292
853.000000	|	-17.164059
854.000000	|	-16.698671
855.000000	|	-16.303580
856.000000	|	-15.366606
857.000000	|	-15.190607
858.000000	|	-15.108810
859.000000	|	-15.691327
860.000000	|	-15.935245
861.000000	|	-16.276855
862.000000	|	-16.695924
863.000000	|	-17.411749
864.000000	|	-17.451423
865.000000	|	-18.195149
866.000000	|	-18.799878
867.000000	|	-18.856074
868.000000	|	-19.629044
869.000000	|	-20.228688
870.000000	|	-20.671143
871.000000	|	-21.275210
872.000000	|	-21.558135
873.000000	|	-21.731273
874.000000	|	-21.647360
875.000000	|	-22.102296
876.000000	|	-22.170959
877.000000	|	-22.233483
878.000000	|	-22.300396
879.000000	|	-22.711308
880.000000	|	-22.407494
881.000000	|	-22.556033
882.000000	|	-22.531955
883.000000	|	-22.863889
884.000000	|	-22.655560
885.000000	|	-22.352646
886.000000	|	-22.143820
887.000000	|	-22.054945
888.000000	|	-22.257005
889.000000	|	-22.030071
890.000000	|	-21.879900
891.000000	|	-21.400106
892.000000	|	-21.195266
893.000000	|	-21.068780
894.000000	|	-20.778633
895.000000	|	-20.115714
896.000000	|	-19.616207
897.000000	|	-19.371149
898.000000	|	-18.947264
899.000000	|	-18.692526
900.000000	|	-18.549524
901.000000	|	-18.034903
902.000000	|	-17.804166
903.000000	|	-17.394071
904.000000	|	-16.973762
905.000000	|	-16.150567
906.000000	|	-16.066559
907.000000	|	-14.853871
908.000000	|	-15.159841
909.000000	|	-15.003549
910.000000	|	-15.565199
911.000000	|	-16.071264
912.000000	|	-16.721624
913.000000	|	-17.092338
914.000000	|	-17.815343
915.000000	|	-18.335088
916.000000	|	-18.939436
917.000000	|	-19.429139
918.000000	|	-20.044570
919.000000	|	-20.308112
920.000000	|	-20.561316
921.000000	|	-21.089079
922.000000	|	-21.520427
923.000000	|	-21.931733
924.000000	|	-22.173529
925.000000	|	-22.256243
926.000000	|	-22.721225
927.000000	|	-22.806981
928.000000	|	-23.080565
929.000000	|	-23.025837
930.000000	|	-22.833455
931.000000	|	-22.961009
932.000000	|	-23.118557
933.000000	|	-23.206363
934.000000	|	-23.136134
935.000000	|	-22.981034
936.000000	|	-23.048065
937.000000	|	-22.733882
938.000000	|	-22.941543
939.000000	|	-22.938276
940.000000	|	-22.340265
941.000000	|	-22.329915
942.000000	|	-22.265922
943.000000	|	-22.240710
944.000000	|	-21.550603
945.000000	|	-21.289737
946.000000	|	-20.847062
947.000000	|	-20.744895
948.000000	|	-20.254896
949.000000	|	-19.956452
950.000000	|	-19.280811
951.000000	|	-19.312812
952.000000	|	-18.906495
953.000000	|	-18.763767
954.000000	|	-18.377080
955.000000	|	-17.605568
956.000000	|	-17.243252
957.000000	|	-16.842354
958.000000	|	-16.565077
959.000000	|	-16.002011
960.000000	|	-15.193259
961.000000	|	-14.324881
962.000000	|	-14.249512
963.000000	|	-14.495534
964.000000	|	-14.925061
965.000000	|	-15.121730
966.000000	|	-15.531736
967.000000	|	-16.101921
968.000000	|	-16.680467
969.000000	|	-17.522567
970.000000	|	-17.736272
971.000000	|	-18.629789
972.000000	|	-18.815598
973.000000	|	-19.420867
974.000000	|	-19.714853
975.000000	|	-20.163001
976.000000	|	-20.500218
977.000000	|	-20.934346
978.000000	|	-21.209122
979.000000	|	-22.005624
980.000000	|	-22.203215
981.000000	|	-21.937007
982.000000	|	-21.934333
983.000000	|	-22.472469
984.000000	|	-22.816850
985.000000	|	-23.070312
986.000000	|	-23.240200
987.000000	|	-23.264631
988.000000	|	-23.220677
989.000000	|	-23.019700
990.000000	|	-23.269024
991.000000	|	-23.443833
992.000000	|	-23.124755
993.000000	|	-23.749571
994.000000	|	-23.736738
995.000000	|	-23.558247
996.000000	|	-23.197408
997.000000	|	-23.034861
998.000000	|	-23.158874
999.000000	|	-22.954389
1000.000000	|	-23.215564
1001.000000	|	-23.129115
1002.000000	|	-23.013086
1003.000000	|	-22.766888
1004.000000	|	-22.737132
1005.000000	|	-22.590837
1006.000000	|	-22.092492
1007.000000	|	-21.825505
1008.000000	|	-21.822282
1009.000000	|	-21.513225
1010.000000	|	-21.181229
1011.000000	|	-21.220555
1012.000000	|	-20.844670
1013.000000	|	-20.687212
1014.000000	|	-20.401177
1015.000000	|	-20.648895
1016.000000	|	-20.635208
1017.000000	|	-20.790532
1018.000000	|	-20.776675
1019.000000	|	-20.588593
1020.000000	|	-20.761262
1021.000000	|	-20.614862
1022.000000	|	-21.050427
1023.000000	|	-21.288272
1024.000000	|	-21.632323
1025.000000	|	-21.622117
1026.000000	|	-21.926266
1027.000000	|	-21.924451
1028.000000	|	-22.463527
1029.000000	|	-22.605631
1030.000000	|	-23.124715
1031.000000	|	-23.143097
1032.000000	|	-23.530079
1033.000000	|	-23.775411
1034.000000	|	-23.683528
1035.000000	|	-23.492582
1036.000000	|	-24.067658
1037.000000	|	-24.926857
1038.000000	|	-24.858503
1039.000000	|	-24.787974
1040.000000	|	-24.809346
1041.000000	|	-25.039446
1042.000000	|	-24.466835
1043.000000	|	-24.563767
1044.000000	|	-24.603845
1045.000000	|	-24.607181
1046.000000	|	-24.574719
1047.000000	|	-24.469987
1048.000000	|	-24.054916
1049.000000	|	-24.022704
1050.000000	|	-23.837502
1051.000000	|	-23.953172
1052.000000	|	-23.993108
1053.000000	|	-24.151166
1054.000000	|	-23.852393
1055.000000	|	-23.752120
1056.000000	|	-23.611323
1057.000000	|	-23.132152
1058.000000	|	-22.769641
1059.000000	|	-22.594731
1060.000000	|	-22.395125
1061.000000	|	-22.380528
1062.000000	|	-22.035738
1063.000000	|	-21.836486
1064.000000	|	-21.306321
1065.000000	|	-21.163499
